prototype,spacegroup_orig,spacegroup_relax,Egap,Egap_fit,compound
"K2Mn1P2Se6_ICSD_165356
",14,14,1.6738,3.16928,K4Mn2P4Se12
"K4P2Pd1S8_ICSD_165312
",2,2,1.9188,3.49954,K4P2Pd1S8
"Ag2Ge1O3_ICSD_167332
",19,19,0.5845,1.70091,Ag8Ge4O12
"Bi2O3_ICSD_186365
",164,164,1.1169,2.41858,Bi2O3
"Bi2O3_ICSD_168808
",115,115,0.106,1.05589,Bi2O3
"Ce1O2_ICSD_189287
",164,164,1.1344,2.44217,Ce2O4
"Ce1O2_ICSD_169031
",136,136,2.4966,4.27842,Ce2O4
"Bi2O3_ICSD_168810
",160,160,2.3857,4.12892,Bi4O6
"Bi2O3_ICSD_168809
",224,224,0.0,0.0,Bi4O6
"Bi2O3_ICSD_27150
",224,224,0.0,0.0,Bi4O6
"Bi2O3_ICSD_37367
",224,224,0.0,0.0,Bi4O6
"Bi2O3_ICSD_168807
",132,132,0.0,0.0,Bi4O6
"Bi2O3_ICSD_183150
",159,159,1.6141,3.08881,Bi8O12
"Bi2O3_ICSD_169685
",159,159,1.6116,3.08544,Bi8O12
"Bi2O3_ICSD_421855
",159,159,1.5887,3.05457,Bi8O12
"Bi2O3_ICSD_168811
",227,227,2.5915,4.40634,Bi8O12
"Bi2O3_ICSD_2374
",14,14,2.2644,3.96541,Bi8O12
"Bi2O3_ICSD_616890
",14,14,2.3008,4.01448,Bi8O12
"Bi2O3_ICSD_168567
",14,14,2.2779,3.98361,Bi8O12
"Bi2O3_ICSD_260800
",14,14,2.2694,3.97215,Bi8O12
"Bi2O3_ICSD_94229
",14,14,2.2634,3.96406,Bi8O12
"Bi2O3_ICSD_94231
",14,14,2.2551,3.95287,Bi8O12
"Bi2O3_ICSD_168806
",14,14,2.2507,3.94694,Bi8O12
"Bi2O3_ICSD_94230
",14,14,2.2565,3.95476,Bi8O12
"Bi2O3_ICSD_15072
",14,14,2.2786,3.98455,Bi8O12
"Bi2O3_ICSD_261777
",56,56,2.3139,4.03214,Bi8O12
"Bi2O3_ICSD_168815
",60,60,1.8151,3.35975,Bi8O12
"Bi2O3_ICSD_41764
",114,114,1.597,3.06576,Bi8O12
"Bi2O3_ICSD_168812
",114,114,1.6323,3.11334,Bi8O12
"Bi2O3_ICSD_417638
",114,114,1.6526,3.1407,Bi8O12
"Bi2O3_ICSD_62979
",114,114,1.6737,3.16915,Bi8O12
"Bi2O3_ICSD_183150
",159,159,1.6141,3.08881,Bi8O12
"Bi2O3_ICSD_169685
",159,159,1.6116,3.08544,Bi8O12
"Bi2O3_ICSD_421855
",159,159,1.5887,3.05457,Bi8O12
"Bi2O3_ICSD_168811
",227,227,2.5915,4.40634,Bi8O12
"Bi2O3_ICSD_2374
",14,14,2.2644,3.96541,Bi8O12
"Bi2O3_ICSD_616890
",14,14,2.3008,4.01448,Bi8O12
"Bi2O3_ICSD_168567
",14,14,2.2779,3.98361,Bi8O12
"Bi2O3_ICSD_260800
",14,14,2.2694,3.97215,Bi8O12
"Bi2O3_ICSD_94229
",14,14,2.2634,3.96406,Bi8O12
"Bi2O3_ICSD_94231
",14,14,2.2551,3.95287,Bi8O12
"Bi2O3_ICSD_168806
",14,14,2.2507,3.94694,Bi8O12
"Bi2O3_ICSD_94230
",14,14,2.2565,3.95476,Bi8O12
"Bi2O3_ICSD_15072
",14,14,2.2786,3.98455,Bi8O12
"Bi2O3_ICSD_261777
",56,56,2.3139,4.03214,Bi8O12
"Bi2O3_ICSD_168815
",60,60,1.8151,3.35975,Bi8O12
"Bi2O3_ICSD_41764
",114,114,1.597,3.06576,Bi8O12
"Bi2O3_ICSD_168812
",114,114,1.6323,3.11334,Bi8O12
"Bi2O3_ICSD_417638
",114,114,1.6526,3.1407,Bi8O12
"Bi2O3_ICSD_62979
",114,114,1.6737,3.16915,Bi8O12
"Bi2O3_ICSD_183150
",159,159,1.6141,3.08881,Bi8O12
"Bi2O3_ICSD_169685
",159,159,1.6116,3.08544,Bi8O12
"Bi2O3_ICSD_421855
",159,159,1.5887,3.05457,Bi8O12
"Bi2O3_ICSD_168811
",227,227,2.5915,4.40634,Bi8O12
"Bi2O3_ICSD_2374
",14,14,2.2644,3.96541,Bi8O12
"Bi2O3_ICSD_616890
",14,14,2.3008,4.01448,Bi8O12
"Bi2O3_ICSD_168567
",14,14,2.2779,3.98361,Bi8O12
"Bi2O3_ICSD_260800
",14,14,2.2694,3.97215,Bi8O12
"Bi2O3_ICSD_94229
",14,14,2.2634,3.96406,Bi8O12
"Bi2O3_ICSD_94231
",14,14,2.2551,3.95287,Bi8O12
"Bi2O3_ICSD_168806
",14,14,2.2507,3.94694,Bi8O12
"Bi2O3_ICSD_94230
",14,14,2.2565,3.95476,Bi8O12
"Bi2O3_ICSD_15072
",14,14,2.2786,3.98455,Bi8O12
"Bi2O3_ICSD_261777
",56,56,2.3139,4.03214,Bi8O12
"Bi2O3_ICSD_168815
",60,60,1.8151,3.35975,Bi8O12
"Bi2O3_ICSD_41764
",114,114,1.597,3.06576,Bi8O12
"Bi2O3_ICSD_168812
",114,114,1.6323,3.11334,Bi8O12
"Bi2O3_ICSD_417638
",114,114,1.6526,3.1407,Bi8O12
"Bi2O3_ICSD_62979
",114,114,1.6737,3.16915,Bi8O12
"Bi2O3_ICSD_168814
",205,205,2.6055,4.42521,Bi32O48
"Bi2O3_ICSD_421856
",14,14,2.346,4.07541,Bi16O24
"Bi2O3_ICSD_169686
",14,14,2.3477,4.0777,Bi16O24
"Bi2O3_ICSD_168813
",206,206,1.8636,3.42513,Bi16O24
"Cu1H12N2O12_ICSD_171146
",2,2,0.0,0.0,Cu2H24N4O24
"Ba8Si6Sn1_ICSD_169999
",60,60,0.2733,1.28141,Ba32Si24Sn4
"Bi2O3_ICSD_421856
",14,14,2.346,4.07541,Bi16O24
"Bi2O3_ICSD_169686
",14,14,2.3477,4.0777,Bi16O24
"Bi2O3_ICSD_168813
",206,206,1.8636,3.42513,Bi16O24
"K1P1Se6_ICSD_170333
",29,29,1.8503,3.4072,K4P4Se24
"Ag1Bi3S5_ICSD_171229
",12,12,0.8085,2.00286,Ag2Bi6S10
"Ag1Bi3S5_ICSD_200110
",12,12,0.7956,1.98547,Ag2Bi6S10
"Ce1I3O9_ICSD_417480
",14,14,3.0009,4.95821,Ce4I12O36
"Al1As1H4O6_ICSD_170740
",61,61,3.6554,5.84048,Al8As8H32O48
"Al1Bi1O3_ICSD_185508
",161,161,2.9648,4.90955,Al2Bi2O6
"Al1Bi1O3_ICSD_171708
",161,161,2.9747,4.9229,Al2Bi2O6
"K1Nb5O13_ICSD_170693
",57,57,2.6646,4.50488,K4Nb20O52
"Ag1Bi1P2S6_ICSD_170639
",2,2,1.3822,2.77621,Ag2Bi2P4S12
"Ga1I3O9_ICSD_171008
",173,173,3.2983,5.35911,Ga2I6O18
"Ca1Cl2O4_ICSD_171020
",68,68,2.5965,4.41308,Ca2Cl4O8
"Ca3Ga2N4_ICSD_170442
",15,15,1.9888,3.5939,Ca6Ga4N8
"K1P1Pb1S4_ICSD_171379
",62,62,2.3674,4.10426,K4P4Pb4S16
"Ge3Ir2Se3_ICSD_636733
",200,200,0.0,0.0,Ge12Ir8Se12
"Cs1Ga1H4_ICSD_169712
",137,137,4.6509,7.18241,Cs2Ga2H8
"Ba1O2_ICSD_180398
",65,65,2.2237,3.91055,Ba1O2
"Ba1O2_ICSD_24248
",139,139,2.2298,3.91877,Ba1O2
"Ba1O2_ICSD_80750
",139,139,2.2271,3.91513,Ba1O2
"Ba1O2_ICSD_180397
",139,139,2.2186,3.90367,Ba1O2
"Ba1O2_ICSD_24729
",139,139,2.2197,3.90516,Ba1O2
"C1_ICSD_28417
",166,166,0.0,0.0,C4
"C1_ICSD_188336
",65,65,0.0,0.0,C4
"C1_ICSD_182761
",139,139,2.4828,4.25981,C4
"C1_ICSD_66465
",194,194,3.3424,5.41856,C4
"C1_ICSD_27422
",194,194,3.3412,5.41694,C4
"C1_ICSD_290661
",194,194,0.0,0.0,C4
"C1_ICSD_76767
",194,194,0.0,0.0,C4
"C1_ICSD_187640
",194,194,0.0,0.0,C4
"C1_ICSD_53781
",194,194,0.0,0.0,C4
"C1_ICSD_617290
",194,194,0.0,0.0,C4
"C1_ICSD_426931
",194,194,0.0,0.0,C4
"C1_ICSD_52230
",194,194,0.0,0.0,C4
"C1_ICSD_31170
",186,194,0.0,0.0,C4
"C1_ICSD_88822
",194,194,3.3412,5.41694,C4
"C1_ICSD_187639
",227,227,0.0,0.0,C4
"C1_ICSD_186176
",214,214,0.0,0.0,C4
"C1_ICSD_187641
",214,214,0.0,0.0,C4
"Ba1O1_ICSD_173921
",194,194,2.3603,4.09468,Ba2O2
"Ba1O1_ICSD_15301
",129,129,2.7528,4.62377,Ba2O2
"Li2Mg1Si1_ICSD_181255
",216,216,0.0911,1.0358,Li2Mg1Si1
"Ca1Ga1Ge1H1_ICSD_173567
",156,156,0.4665,1.54184,Ca1Ga1Ge1H1
"Ba1Ga1Ge1H1_ICSD_173573
",156,156,0.0915,1.03634,Ba1Ga1Ge1H1
"Ba1Ga1Ge1H1_ICSD_246820
",156,156,0.1323,1.09134,Ba1Ga1Ge1H1
"Hf1O2_ICSD_173966
",137,137,4.6741,7.21369,Hf2O4
"Ca2Ge1O4_ICSD_182051
",164,164,3.5254,5.66524,Ca4Ge2O8
"Mg1O1_ICSD_162607
",186,194,3.2585,5.30546,Mg2O2
"Mg1O1_ICSD_181461
",186,186,3.3614,5.44417,Mg2O2
"Mg1O1_ICSD_181458
",194,194,3.2622,5.31045,Mg2O2
"Mg1O1_ICSD_161842
",186,186,3.3842,5.4749,Mg2O2
"Ge1H4_ICSD_183083
",63,63,0.0,0.0,Ge2H8
"Ge1H4_ICSD_183084
",15,15,1.3351,2.71271,Ge2H8
"Si1_ICSD_109036
",148,148,0.0,0.0,Si8
"Si1_ICSD_89414
",64,69,0.0,0.0,Si8
"Si1_ICSD_89416
",64,69,0.0,0.0,Si8
"Si1_ICSD_89415
",64,69,0.0,0.0,Si8
"Si1_ICSD_181909
",12,12,0.2896,1.30338,Si8
"Si1_ICSD_41991
",206,206,0.0,0.0,Si8
"Si1_ICSD_16955
",206,206,0.0,0.0,Si8
"Si1_ICSD_246372
",206,206,0.0,0.0,Si8
"Si1_ICSD_16569
",206,206,0.0,0.0,Si8
"Cs1Fe1O2_ICSD_421190
",227,227,1.9717,3.57085,Cs2Fe2O4
"Cs1Fe1O2_ICSD_421173
",227,227,1.9717,3.57085,Cs2Fe2O4
"Cs1Fe1O2_ICSD_174318
",227,227,1.9729,3.57247,Cs2Fe2O4
"C1_ICSD_88811
",67,191,0.0,0.0,C8
"C1_ICSD_88815
",67,191,0.0,0.0,C8
"C1_ICSD_186577
",65,65,3.3312,5.40346,C8
"C1_ICSD_88816
",65,65,0.0,0.0,C8
"C1_ICSD_88812
",65,65,0.0,0.0,C8
"C1_ICSD_66466
",194,194,4.5299,7.01931,C8
"C1_ICSD_182760
",12,12,3.489,5.61617,C8
"C1_ICSD_88820
",206,206,2.4527,4.21924,C8
"C1_ICSD_88819
",206,206,2.4499,4.21547,C8
"C1_ICSD_88818
",206,206,2.4492,4.21452,C8
"C8_ICSD_20351
",229,229,3.006,4.96509,C8
"C1_ICSD_88821
",206,206,2.4526,4.2191,C8
"C8_ICSD_74655
",206,206,2.4528,4.21937,C8
"Mg1O1_ICSD_181465
",223,223,2.8856,4.80279,Mg6O6
"In2O3_ICSD_181836
",62,62,0.439,1.50477,In8O12
"In2O3_ICSD_181835
",62,62,0.2224,1.2128,In8O12
"In2O3_ICSD_181834
",60,60,0.9617,2.20937,In8O12
"In2O3_ICSD_162251
",62,62,0.2366,1.23194,In8O12
"In2O3_ICSD_181836
",62,62,0.439,1.50477,In8O12
"In2O3_ICSD_181835
",62,62,0.2224,1.2128,In8O12
"In2O3_ICSD_181834
",60,60,0.9617,2.20937,In8O12
"In2O3_ICSD_162251
",62,62,0.2366,1.23194,In8O12
"Cs6Fe2O5_ICSD_73134
",12,12,1.5225,2.96533,Cs6Fe2O5
"Cs6Fe2O5_ICSD_174313
",8,8,1.5322,2.97841,Cs6Fe2O5
"B1H6N1_ICSD_165975
",36,36,5.946,8.92821,B2H12N2
"B1H6N1_ICSD_181422
",36,36,5.9557,8.94128,B2H12N2
"B1H6N1_ICSD_165976
",36,36,5.9243,8.89896,B2H12N2
"B1H6N1_ICSD_290586
",36,36,5.9062,8.87456,B2H12N2
"B1H6N1_ICSD_181423
",4,4,6.0607,9.08282,B2H12N2
"B1H6N1_ICSD_161309
",31,31,6.0606,9.08269,B2H12N2
"B1H6N1_ICSD_182300
",31,31,6.0055,9.00841,B2H12N2
"B1H6N1_ICSD_180547
",31,31,6.0409,9.05613,B2H12N2
"B1H6N1_ICSD_187303
",31,31,6.052,9.0711,B2H12N2
"B1H6N1_ICSD_182301
",31,31,6.0175,9.02459,B2H12N2
"B1H6N1_ICSD_159678
",31,31,5.9547,8.93994,B2H12N2
"B1H6N1_ICSD_181932
",31,31,6.0441,9.06045,B2H12N2
"Mg1O1_ICSD_181459
",166,166,3.8665,6.12504,Mg8O8
"Mg1O1_ICSD_181462
",72,72,3.0749,5.05797,Mg8O8
"Al1H3_ICSD_182534
",63,63,3.101,5.09315,Al6H18
"Al1H3_ICSD_249407
",58,58,3.2282,5.26461,Al6H18
"Al1H3_ICSD_182536
",58,58,3.2346,5.27324,Al6H18
"As2O3_ICSD_2114
",227,227,4.0195,6.33129,As8O12
"As2O3_ICSD_409611
",227,227,4.0209,6.33317,As8O12
"As2O3_ICSD_183098
",227,227,4.0255,6.33937,As8O12
"As4O6_ICSD_36144
",227,227,4.021,6.33331,As8O12
"As2O3_ICSD_240404
",227,227,4.0191,6.33075,As8O12
"As2O3_ICSD_24227
",227,227,4.0247,6.3383,As8O12
"As2O3_ICSD_16850
",227,227,4.0171,6.32805,As8O12
"As2O3_ICSD_100434
",14,14,2.9038,4.82732,As8O12
"As2O3_ICSD_27588
",14,14,3.8947,6.16306,As8O12
"As2O3_ICSD_183097
",27,27,0.0,0.0,As8O12
"As2O3_ICSD_183096
",86,86,3.7214,5.92945,As8O12
"Be1C1N2_ICSD_181042
",33,33,5.4832,8.30435,Be4C4N8
"Be1Cl2_ICSD_173561
",217,217,6.5855,9.79025,Be6Cl12
"C1_ICSD_66468
",194,194,4.3718,6.80619,C16
"C1_ICSD_88813
",54,67,0.0,0.0,C16
"C1_ICSD_88817
",50,65,0.0,0.0,C16
"C1_ICSD_182269
",62,62,4.281,6.68379,C16
"C1_ICSD_88814
",50,67,0.5246,1.62016,C16
"Mg1O1_ICSD_181460
",72,72,3.1272,5.12847,Mg12O12
"Mg1O1_ICSD_181457
",194,194,4.0268,6.34113,Mg12O12
"Mg1O1_ICSD_181463
",192,192,3.0106,4.97129,Mg12O12
"Mg1O1_ICSD_181464
",8,8,2.7381,4.60396,Mg12O12
"Mg1O1_ICSD_181466
",15,15,3.2951,5.35479,Mg12O12
"Mg1O1_ICSD_181460
",72,72,3.1272,5.12847,Mg12O12
"Mg1O1_ICSD_181457
",194,194,4.0268,6.34113,Mg12O12
"Mg1O1_ICSD_181463
",192,192,3.0106,4.97129,Mg12O12
"Mg1O1_ICSD_181464
",8,8,2.7381,4.60396,Mg12O12
"Mg1O1_ICSD_181466
",15,15,3.2951,5.35479,Mg12O12
"Mg1O1_ICSD_181460
",72,72,3.1272,5.12847,Mg12O12
"Mg1O1_ICSD_181457
",194,194,4.0268,6.34113,Mg12O12
"Mg1O1_ICSD_181463
",192,192,3.0106,4.97129,Mg12O12
"Mg1O1_ICSD_181464
",8,8,2.7381,4.60396,Mg12O12
"Mg1O1_ICSD_181466
",15,15,3.2951,5.35479,Mg12O12
"Mg1O1_ICSD_181460
",72,72,3.1272,5.12847,Mg12O12
"Mg1O1_ICSD_181457
",194,194,4.0268,6.34113,Mg12O12
"Mg1O1_ICSD_181463
",192,192,3.0106,4.97129,Mg12O12
"Mg1O1_ICSD_181464
",8,8,2.7381,4.60396,Mg12O12
"Mg1O1_ICSD_181466
",15,15,3.2951,5.35479,Mg12O12
"Mg1O1_ICSD_181460
",72,72,3.1272,5.12847,Mg12O12
"Mg1O1_ICSD_181457
",194,194,4.0268,6.34113,Mg12O12
"Mg1O1_ICSD_181463
",192,192,3.0106,4.97129,Mg12O12
"Mg1O1_ICSD_181464
",8,8,2.7381,4.60396,Mg12O12
"Mg1O1_ICSD_181466
",15,15,3.2951,5.35479,Mg12O12
"Ho1Mn1O3_ICSD_162199
",185,185,0.0,0.0,Ho6Mn6O18
"Ho1Mn1O3_ICSD_184887
",185,185,0.0,0.0,Ho6Mn6O18
"Ho1Mn1O3_ICSD_92838
",185,185,0.0,0.0,Ho6Mn6O18
"Ho1Mn1O3_ICSD_182632
",185,185,0.2752,1.28397,Ho6Mn6O18
"Al1H3O3_ICSD_26830
",2,2,3.6252,5.79977,Al4H12O12
"Al1H3O3_ICSD_164050
",2,2,5.0865,7.7696,Al4H12O12
"Al1H3O3_ICSD_181008
",62,62,5.8004,8.73194,Al4H12O12
"Al1H3O3_ICSD_181006
",19,19,5.7267,8.63259,Al4H12O12
"Mg3Sb2_ICSD_181285
",206,206,1.3181,2.6898,Mg24Sb16
"C1N6O1_ICSD_174516
",62,62,3.6024,5.76904,C4N24O4
"Cs8Fe2O7_ICSD_174315
",14,14,0.2727,1.2806,Cs16Fe4O14
"Cs4Fe1O4_ICSD_174309
",14,14,1.4061,2.80842,Cs16Fe4O16
"Ba3C1Cl4O3_ICSD_174065
",62,62,4.7585,7.32746,Ba12C4Cl16O12
"Ba5Ga2Se8_ICSD_180271
",64,64,1.919,3.49981,Ba20Ga8Se32
"Ba2Gd1Nb1O6_ICSD_172405
",87,87,3.1456,5.15327,Ba2Gd1Nb1O6
"Ba2Gd1Nb1O6_ICSD_109155
",225,225,3.0204,4.9845,Ba2Gd1Nb1O6
"Fe2Ni1O4_ICSD_52387
",227,227,0.0,0.0,Fe4Ni2O8
"Fe2Ni1O4_ICSD_158834
",227,227,0.0,0.0,Fe4Ni2O8
"Bi2O3_ICSD_183150
",159,159,1.6141,3.08881,Bi8O12
"Bi2O3_ICSD_169685
",159,159,1.6116,3.08544,Bi8O12
"Bi2O3_ICSD_421855
",159,159,1.5887,3.05457,Bi8O12
"Bi2O3_ICSD_168811
",227,227,2.5915,4.40634,Bi8O12
"Bi2O3_ICSD_2374
",14,14,2.2644,3.96541,Bi8O12
"Bi2O3_ICSD_616890
",14,14,2.3008,4.01448,Bi8O12
"Bi2O3_ICSD_168567
",14,14,2.2779,3.98361,Bi8O12
"Bi2O3_ICSD_260800
",14,14,2.2694,3.97215,Bi8O12
"Bi2O3_ICSD_94229
",14,14,2.2634,3.96406,Bi8O12
"Bi2O3_ICSD_94231
",14,14,2.2551,3.95287,Bi8O12
"Bi2O3_ICSD_168806
",14,14,2.2507,3.94694,Bi8O12
"Bi2O3_ICSD_94230
",14,14,2.2565,3.95476,Bi8O12
"Bi2O3_ICSD_15072
",14,14,2.2786,3.98455,Bi8O12
"Bi2O3_ICSD_261777
",56,56,2.3139,4.03214,Bi8O12
"Bi2O3_ICSD_168815
",60,60,1.8151,3.35975,Bi8O12
"Bi2O3_ICSD_41764
",114,114,1.597,3.06576,Bi8O12
"Bi2O3_ICSD_168812
",114,114,1.6323,3.11334,Bi8O12
"Bi2O3_ICSD_417638
",114,114,1.6526,3.1407,Bi8O12
"Bi2O3_ICSD_62979
",114,114,1.6737,3.16915,Bi8O12
"Bi10Mo3O24_ICSD_262963
",5,5,2.6881,4.53656,Bi10Mo3O24
"Bi10Mo3O24_ICSD_173837
",5,5,2.6967,4.54815,Bi10Mo3O24
"Be1F2_ICSD_173558
",166,166,8.0769,11.8007,Be12F24
"Ca2Ge1O4_ICSD_173468
",62,62,3.5653,5.71902,Ca8Ge4O16
"Ca2Ge1O4_ICSD_173459
",62,62,3.57,5.72536,Ca8Ge4O16
"Be1F2_ICSD_173557
",217,217,8.0374,11.7474,Be6F12
"Be1Cl2_ICSD_173560
",154,154,6.3539,9.47806,Be9Cl18
"Ca2Cd1Sb2_ICSD_173172
",62,62,0.3106,1.33169,Ca8Cd4Sb8
"Be1Cl2_ICSD_173559
",217,217,6.6506,9.87801,Be24Cl48
"K2P2Se6_ICSD_173417
",152,152,1.408,2.81098,K6P6Se18
"Al2O3_ICSD_99783
",167,167,5.8329,8.77575,Al4O6
"Al2O3_ICSD_73724
",167,167,5.8496,8.79826,Al4O6
"Al2O3_ICSD_92628
",167,167,5.8494,8.79799,Al4O6
"Al2O3_ICSD_52648
",167,167,5.8489,8.79732,Al4O6
"Al2O3_ICSD_608997
",167,167,5.8521,8.80163,Al4O6
"Al2O3_ICSD_160606
",167,167,5.8441,8.79085,Al4O6
"Al2O3_ICSD_9772
",167,167,5.8484,8.79664,Al4O6
"Al2O3_ICSD_75479
",167,167,5.8525,8.80217,Al4O6
"Al2O3_ICSD_30025
",167,167,5.8491,8.79759,Al4O6
"Al2O3_ICSD_88028
",167,167,5.851,8.80015,Al4O6
"Al2O3_ICSD_169720
",167,167,5.8637,8.81727,Al4O6
"Al2O3_ICSD_52044
",167,167,5.8505,8.79947,Al4O6
"Al2O3_ICSD_30024
",167,167,5.849,8.79745,Al4O6
"Al2O3_ICSD_30030
",167,167,5.8496,8.79826,Al4O6
"Al2O3_ICSD_52025
",167,167,5.8516,8.80096,Al4O6
"Al2O3_ICSD_64713
",167,167,5.8502,8.79907,Al4O6
"Al2O3_ICSD_75560
",167,167,5.8487,8.79705,Al4O6
"Al2O3_ICSD_165594
",167,167,5.8491,8.79759,Al4O6
"Al2O3_ICSD_92629
",167,167,5.849,8.79745,Al4O6
"Al2O3_ICSD_92631
",167,167,5.8498,8.79853,Al4O6
"Al2O3_ICSD_9773
",167,167,5.8562,8.80716,Al4O6
"Al2O3_ICSD_89664
",167,167,5.8638,8.8174,Al4O6
"Al2O3_ICSD_608995
",167,167,5.8361,8.78006,Al4O6
"Al2O3_ICSD_63648
",167,167,5.8482,8.79637,Al4O6
"Al2O3_ICSD_52024
",167,167,5.8494,8.79799,Al4O6
"Al2O3_ICSD_31545
",167,167,5.8481,8.79624,Al4O6
"Al2O3_ICSD_608996
",167,167,5.8353,8.77898,Al4O6
"Al2O3_ICSD_25778
",167,167,5.8499,8.79867,Al4O6
"Al2O3_ICSD_161060
",167,167,5.8518,8.80123,Al4O6
"Al2O3_ICSD_164617
",167,167,5.856,8.80689,Al4O6
"Al2O3_ICSD_31548
",167,167,5.8482,8.79637,Al4O6
"Al2O3_ICSD_88027
",167,167,5.8506,8.79961,Al4O6
"Al2O3_ICSD_31547
",167,167,5.8509,8.80001,Al4O6
"Al2O3_ICSD_85137
",167,167,5.848,8.7961,Al4O6
"Al2O3_ICSD_151589
",167,167,5.859,8.81093,Al4O6
"Al2O3_ICSD_75559
",167,167,5.8494,8.79799,Al4O6
"Al2O3_ICSD_10425
",167,167,5.8499,8.79867,Al4O6
"Al2O3_ICSD_160607
",167,167,5.844,8.79071,Al4O6
"Al2O3_ICSD_9774
",167,167,5.8568,8.80797,Al4O6
"Al2O3_ICSD_160604
",167,167,5.8492,8.79772,Al4O6
"Al2O3_ICSD_31546
",167,167,5.8523,8.8019,Al4O6
"Al2O3_ICSD_609004
",167,167,5.8498,8.79853,Al4O6
"Al2O3_ICSD_30029
",167,167,5.8491,8.79759,Al4O6
"Al2O3_ICSD_89665
",167,167,5.848,8.7961,Al4O6
"Al2O3_ICSD_93096
",167,167,5.8477,8.7957,Al4O6
"Al2O3_ICSD_9771
",167,167,5.8513,8.80055,Al4O6
"Al2O3_ICSD_30028
",167,167,5.8488,8.79718,Al4O6
"Al2O3_ICSD_608998
",167,167,5.8385,8.7833,Al4O6
"Al2O3_ICSD_9770
",167,167,5.8477,8.7957,Al4O6
"Al2O3_ICSD_30026
",167,167,5.8491,8.79759,Al4O6
"Al2O3_ICSD_63647
",167,167,5.8413,8.78707,Al4O6
"Al2O3_ICSD_92630
",167,167,5.8495,8.79813,Al4O6
"Al2O3_ICSD_608994
",167,167,5.8436,8.79017,Al4O6
"Al2O3_ICSD_68591
",167,167,5.8515,8.80082,Al4O6
"Al2O3_ICSD_73725
",167,167,5.8483,8.79651,Al4O6
"Al2O3_ICSD_608993
",167,167,5.8529,8.80271,Al4O6
"Al2O3_ICSD_43732
",167,167,5.8527,8.80244,Al4O6
"Al2O3_ICSD_10426
",167,167,5.8393,8.78438,Al4O6
"Al2O3_ICSD_60419
",167,167,5.8493,8.79786,Al4O6
"Al2O3_ICSD_51687
",167,167,5.8488,8.79718,Al4O6
"Al2O3_ICSD_600672
",167,167,5.8499,8.79867,Al4O6
"Al2O3_ICSD_77810
",167,167,5.8535,8.80352,Al4O6
"Al2O3_ICSD_24851
",167,167,5.8473,8.79516,Al4O6
"Al2O3_ICSD_609001
",167,167,5.8498,8.79853,Al4O6
"Al2O3_ICSD_160605
",167,167,5.846,8.79341,Al4O6
"Al2O3_ICSD_89663
",167,167,5.855,8.80554,Al4O6
"Al2O3_ICSD_73076
",167,167,5.8489,8.79732,Al4O6
"Al2O3_ICSD_89662
",167,167,5.854,8.80419,Al4O6
"Al2O3_ICSD_9775
",167,167,5.8481,8.79624,Al4O6
"Al2O3_ICSD_30027
",167,167,5.8501,8.79893,Al4O6
"Al2O3_ICSD_52647
",167,167,5.8498,8.79853,Al4O6
"Al2O3_ICSD_88029
",167,167,5.8494,8.79799,Al4O6
"Al2O3_ICSD_161062
",63,63,4.255,6.64874,Al4O6
"Al2O3_ICSD_169722
",13,12,4.2322,6.61801,Al4O6
"Al2O3_ICSD_169722
",15,167,5.8596,8.81174,Al4O6
"Al2O3_ICSD_82504
",12,12,4.4601,6.92521,Al4O6
"Gd3Nb1O7_ICSD_174285
",20,20,2.9847,4.93638,Gd6Nb2O14
"Ag2Ge1Pb1S4_ICSD_180802
",40,40,1.5918,3.05875,Ag4Ge2Pb2S8
"In1P1_ICSD_180911
",186,186,0.6311,1.76372,In2P2
"Ca3Ge1O1_ICSD_402087
",221,221,0.0,0.0,Ca3Ge1O1
"Ca3Ge1O1_ICSD_181077
",221,221,0.0,0.0,Ca3Ge1O1
"Al1H3O3_ICSD_26830
",2,2,3.6252,5.79977,Al4H12O12
"Al1H3O3_ICSD_164050
",2,2,5.0865,7.7696,Al4H12O12
"Al1H3O3_ICSD_181008
",62,62,5.8004,8.73194,Al4H12O12
"Al1H3O3_ICSD_181006
",19,19,5.7267,8.63259,Al4H12O12
"Hf1S2_ICSD_638851
",164,164,1.2359,2.57899,Hf1S2
"Hf1S2_ICSD_603757
",164,164,1.2236,2.56241,Hf1S2
"Hf1S2_ICSD_638847
",164,164,1.224,2.56295,Hf1S2
"Hf1S2_ICSD_601164
",164,164,1.2359,2.57899,Hf1S2
"Hf1S2_ICSD_182677
",164,164,1.2229,2.56147,Hf1S2
"Hf1Se2_ICSD_182678
",164,164,0.5051,1.59387,Hf1Se2
"Hf1Se2_ICSD_638902
",164,164,0.5388,1.6393,Hf1Se2
"Hf1Se2_ICSD_603743
",164,164,0.5371,1.63701,Hf1Se2
"Hf1Se2_ICSD_638899
",164,164,0.5296,1.6269,Hf1Se2
"Si1_ICSD_182732
",63,194,0.4508,1.52068,Si4
"Si1_ICSD_181908
",139,139,0.2618,1.26591,Si4
"Si1_ICSD_30101
",194,194,0.4537,1.52459,Si4
"Si1_ICSD_67775
",194,194,0.4507,1.52054,Si4
"B1C2N1_ICSD_93041
",25,25,1.6679,3.16133,B1C2N1
"Cr1O2_ICSD_186838
",225,225,0.0,0.0,Cr1O2
"Ca2Si1_ICSD_187352
",225,225,0.5518,1.65683,Ca2Si1
